,NIDID,month,alpha,release_adj,increment1,increment2,increment3,inc_mult,demand_factor,cell_id,lat,lon,cell_id_orig,lat_orig,lon_orig,WBM_Decision
11016,OH00004,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11017,OH00004,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11018,OH00004,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11019,OH00004,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11020,OH00004,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11021,OH00004,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11022,OH00004,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11023,OH00004,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11024,OH00004,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11025,OH00004,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11026,OH00004,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11027,OH00004,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,42815,40.658333,-81.425003,42815,40.6583,-81.425,WBM Input
11028,OH00005,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11029,OH00005,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11030,OH00005,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11031,OH00005,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11032,OH00005,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11033,OH00005,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11034,OH00005,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11035,OH00005,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11036,OH00005,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11037,OH00005,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11038,OH00005,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11039,OH00005,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,55152,40.641666,-81.558334,55152,40.6417,-81.5583,WBM Input
11040,OH00006,1,5.0003590631479335,1.999999948986096,-0.9999999852149584,-0.9999998877436254,-0.99999966416104,0.9999990713395802,-8.963659663074344,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11041,OH00006,2,0.9994371138205244,1.3528444526636023,2.6897976942060606,1.04534165306311,-0.5475016744822766,0.3639046390806997,-3.8732362984403848,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11042,OH00006,3,1.3555838402872549,1.0271909381741064,0.9033158917908264,-0.7146396494410182,-0.9999584514830614,-0.4197945438243113,-2.0557952354647444,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11043,OH00006,4,0.9701520574983548,1.0212891750249726,0.1022339931394272,-0.8772548100559125,-0.9999736550817108,-0.1723825063826356,-1.4126941774710975,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11044,OH00006,5,2.1158796137493416,1.403891760272265,0.1642620024041489,0.3799230241426306,1.0,4.99999857976694,-3.9465957257070263,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11045,OH00006,6,0.7374389746763594,1.021208129261289,0.1073175888552681,-0.710746150701631,1.0,-2.3616911259948385,-1.3894461312122064,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11046,OH00006,7,2.384427903590344,1.9999781054367585,-0.2008910438187124,-0.2008457981117871,1.0,4.977476190537648,-1.8338226536370732,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11047,OH00006,8,5.26648399058057,1.6943474698655028,-0.1999835034954586,1.126600925061266,1.0,4.999998026220959,0.5893916740456341,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11048,OH00006,9,8.07590698578104,1.418272131408913,2.7621374061129207,4.999994266071027,1.0,4.999999576632725,-1.9839804037265445,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11049,OH00006,10,7.3160550207430415,1.974291070177634,4.999974549573712,-0.6637338178670387,1.0,-0.1999006758224453,-0.4072283065999699,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11050,OH00006,11,2.028874117465915,1.4847312708154952,1.901392841695895,2.441659839984613,4.999985410215907,1.2196939712118575,-1.0158961000311508,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11051,OH00006,12,2.2816817752605707,1.1703794419858733,3.494169757971596,4.999989367285435,3.372496468349638,1.9998829011510488,-1.7842485964348835,106776,40.525002,-81.275002,106776,40.525,-81.275,WBM Input
11052,OH00007,1,0.0010001040826625,0.6371943087925095,-0.9978377930829582,-0.9980630275307278,-0.9990083474764252,1.0009926327710734,-1.7546550691973162,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11053,OH00007,2,0.3431166680683329,0.2805211340009881,0.2410197256763408,-0.4383208835854555,-0.5838138465867853,0.3505941143835499,-1.1609825870934432,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11054,OH00007,3,0.662700208318566,0.7199661538008072,1.391484940353004,-0.4089940288936616,-0.4381408209999597,0.1531019017791528,-1.3662135281415737,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11055,OH00007,4,9.67123752458568,0.3965993036607111,4.680819355544867,4.9999994200136095,4.999995180529053,4.9999999697379245,0.1333006234374015,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11056,OH00007,5,3.3272028137984515,-0.4240391528228904,4.999978698447021,2.910314256063212,1.0,2.194036378489332,-0.8331730019142433,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11057,OH00007,6,2.485339207626577,-0.0114126270890744,2.2744032151299165,1.0019003057907367,1.0,4.197274706495812,-1.4674672627603529,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11058,OH00007,7,4.872711158947104,0.3876897752849516,4.999993649666963,1.910643976349268,1.0,4.999999355972595,-1.2261827855864786,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11059,OH00007,8,9.999974236266612,1.980937801115656,3.003766681259292,-0.1999711496067505,1.0,4.999992081709925,-0.4535363971874475,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11060,OH00007,9,2.090013701165097,1.499036465462515,-0.6793434588481995,0.0877652127567836,1.0,-4.999998916125677,-1.6325677504392608,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11061,OH00007,10,9.999979816454752,1.8320153895782323,1.2753011633778075,-0.1999830519374024,1.0,4.999881037897051,1.755432960483016,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11062,OH00007,11,0.0010008956689119,1.1666851940486178,-0.9984823931381056,-0.9989322246688104,-0.9992490893661492,0.9993667281776556,-0.6138147734016639,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11063,OH00007,12,2.5070454335750774,-0.4138580595844746,3.1515325825469374,4.999991031469658,2.855386353300502,2.823939893392894,-1.1073213844861023,35591,39.991665,-82.074997,35591,39.9917,-82.075,WBM Input
11064,OH00008,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11065,OH00008,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11066,OH00008,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11067,OH00008,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11068,OH00008,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11069,OH00008,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11070,OH00008,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11071,OH00008,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11072,OH00008,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11073,OH00008,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11074,OH00008,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11075,OH00008,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,58259,39.625,-83.208336,58259,39.625,-83.2083,WBM Input
11076,OH00010,1,0.0010000205354629,-0.147919697141641,-0.998152270660192,-0.9967169348069214,-0.9982674695941312,0.9957804345216398,-1.0653998077606577,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11077,OH00010,2,4.721582017687829,0.4251718859489048,4.629079714911599,4.999990425001092,3.038339437632529,4.3051391425421,-2.4142966679533284,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11078,OH00010,3,7.163841583806644,0.2796535823971684,4.999995348078543,2.582670071517301,0.0746774325542011,4.999998648433122,-1.2081961493700857,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11079,OH00010,4,4.86994527750871,0.3149530241956341,4.999991700601082,0.6184834192518284,2.651990953814781,2.300419979670829,-0.7147917268393401,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11080,OH00010,5,0.0010001067219939,0.3591156091116393,-0.9987388565681118,-0.9996130344025528,1.0,0.9971745881604056,-1.1676802895081215,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11081,OH00010,6,4.771581278336988,0.311274788943699,4.999996865998234,1.2734662642132444,1.0,4.999999707196468,-1.2240435611844676,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11082,OH00010,7,1.2993283825862512,0.9234377574776472,1.0697264956258346,-0.1319685657313078,1.0,4.999998588666855,-1.697936530590261,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11083,OH00010,8,1.069413728576149,0.3131564621074768,1.486914837463862,0.3092062945295416,1.0,3.964947953661304,-0.9594444544722144,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11084,OH00010,9,0.981921157894755,0.6336688264764628,1.888992334201968,0.0682727846081325,1.0,4.999998322824158,-0.6511234767117778,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11085,OH00010,10,0.0010000414759892,0.7404067107194738,-0.9939962196760314,-0.9992587048062188,1.0,0.9990596680707188,-1.3698499848212378,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11086,OH00010,11,1.0510072628177778,0.9825844375460252,1.1841219957397924,2.7598475089350125,4.999994612738655,1.4164136172261428,-0.4757406968372314,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11087,OH00010,12,2.233412997375665,0.0259663209017869,4.297125009205242,4.999996563335406,3.944366143041584,3.374060935409703,0.6016208565843686,102628,40.358334,-81.224998,102628,40.3583,-81.225,WBM Input
11088,OH00011,1,1.98847591413882,0.1978675743438921,3.3926711662553823,4.999997971354017,2.086996762961368,2.56980808833812,-2.411410217618612,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11089,OH00011,2,0.2222467572335357,-0.0499361605500798,0.5197440144888431,0.1528372274461585,-0.7151847364650147,0.385674586558517,-0.9207936032701436,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11090,OH00011,3,3.725771194631077,-0.0189365403658005,4.999998371948291,2.8669389798227822,1.8415512073813003,2.4486254832618464,-1.0904935149564046,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11091,OH00011,4,3.172708972867877,-0.3302067297474761,4.999985914278933,2.233527619945753,0.6195764767415839,2.136363144603019,-0.7259627534168672,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11092,OH00011,5,0.001000095925056,-0.2112643637671709,-0.997977406153688,-0.9989720766188996,-0.9764473220588028,0.9983060250505332,-1.2054695341118775,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11093,OH00011,6,2.913723587960172,0.1844314835180819,4.999919365949333,1.9551622104138595,1.0,1.7869404903251345,-1.0557609952473297,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11094,OH00011,7,0.611923028222347,0.2100263260933224,-0.3213337684426097,-0.1134469801806948,1.0,-4.99999957775112,-1.3981976637646918,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11095,OH00011,8,0.6813321972073019,0.8065627007079086,0.7872201465740524,-0.385920430486748,1.0,-0.0251940307719363,-1.1328211433568682,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11096,OH00011,9,1.7011969246279537,0.4428378094068229,3.725510462034112,0.9288850740917568,1.0,2.3349406633852268,-1.0729363785547432,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11097,OH00011,10,1.9416288166764095,0.3817809219973,4.999996886850564,1.2126457807994135,1.0,1.6498135127982143,-2.5153917850647485,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11098,OH00011,11,0.0589225501394223,0.1747335976363946,-0.8219038315188957,-0.813797352385013,-0.7376511947550901,0.9313620401028684,0.520438446275839,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11099,OH00011,12,0.3700576280209452,0.7169299911715777,-0.247291658613737,-0.3044702408643571,-0.0599579979209919,-4.9999795904456565,2.830520326284869,89677,40.158333,-81.191666,89677,40.1583,-81.1917,WBM Input
11100,OH00012,1,0.1777689857436675,-0.3295590387060723,0.2712615874989232,0.1962371934321695,-0.6715676043089985,-7.58517845291546e-07,-1.0539737776756593,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11101,OH00012,2,0.2369747900967508,0.7812646600867039,0.3805082220897161,-0.3720191863580471,-0.8535380417058417,0.7604083862315988,-3.3118034980546587,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11102,OH00012,3,4.913488482696375,0.5864224538253203,4.999989763436044,2.1684900669594898,0.154518452530521,2.8367892955621428,-0.1422904219541313,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11103,OH00012,4,3.868678309838484,-0.0894882927221237,4.999996298462285,1.841565013571,1.782636078729364,2.496835626062459,-0.7665900981514666,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11104,OH00012,5,3.586168051829602,0.0629046443615444,4.999994454081314,1.9703375389288715,1.0,2.628310709044152,-1.3087861992487952,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11105,OH00012,6,0.7880836484108368,0.5919882364850875,0.4101939279897537,-0.0050951631173227,1.0,4.999999082990666,-1.1670741495217425,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11106,OH00012,7,2.101880225225858,0.444996819461587,4.999994944889106,1.116684667569402,1.0,2.6075367661554654,-0.6739385030844051,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11107,OH00012,8,3.273521123363488,0.5002274752055423,4.999996405464131,3.0579543130010136,1.0,2.8589498702458926,-0.5636398254083822,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11108,OH00012,9,1.6925630159421692,0.3550706834814806,4.996862800258671,0.6392606706095234,1.0,4.999993979235367,-0.4277315287552142,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11109,OH00012,10,4.260098382225182,0.7553616297885823,4.999991375179475,2.2504317262654188,1.0,3.0190830179504764,-0.7362501393908852,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11110,OH00012,11,1.9134367908380443,1.1809883852704994,1.853179686610034,3.223612004473587,4.999987275632619,1.4007960907960362,-0.014496290121993,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11111,OH00012,12,1.7573186970390091,-0.2993715928297187,4.999951528391104,4.954511294114011,3.406899405460013,2.985434649214244,-1.2606287784212116,107280,40.258335,-81.275002,107280,40.2583,-81.275,WBM Input
11112,OH00013,1,0.1883505223299427,0.1484383067024645,0.1522793303237324,0.7183064969029513,-0.4808573125767698,0.3871697747672008,-1.0934906064423775,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11113,OH00013,2,0.1142591885340798,0.1067282439038343,-0.0955107592327015,-0.5786945746592633,-0.8163610833546304,0.7467362578319485,-1.2217328613399192,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11114,OH00013,3,2.408702879110636,0.0793232947091411,4.999997671427526,2.3610378693077214,1.1440377186476025,1.7482766353409909,-0.6146473370693841,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11115,OH00013,4,0.3170294134663919,0.1306842686682489,-0.0129933890767241,-0.7868871934212975,1.0,0.5084573253842591,-0.8784546038532071,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11116,OH00013,5,1.664078285037225,0.4261174758666859,4.999986484689855,0.1476396930490149,1.0,1.1691631930271582,-1.1693846600126825,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11117,OH00013,6,1.8987151331816683,0.2196044072675411,4.9999985702447445,0.8698650147767422,1.0,2.4416640182705827,-1.022952051885357,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
11118,OH00013,7,0.0010000671757574,-0.3630063594416289,-0.9947500364832844,-0.999194917959232,1.0,0.9957402372839188,-1.0988753869287702,81446,39.924999,-81.441666,81446,39.925,-81.4417,WBM Input
