,NIDID,cell_id,cell_id_orig,lat,lat_orig,lon,lon_orig,res_capacity,storage_ratio,storage_ratio_25th,storage_ratio_75th,parameter_type,WBM_Decision,ror_type,,*res_capacity is maximum storage in acre-feet
1149,TX03268,2780763,2780763,31.408333,31.4083,-95.591667,-95.5917,27000,0.722222222,0.180555556,0.541666667,avge,WBM Input,Unknown,,
1150,TX03288,95986,95986,33.058334,33.0583,-95.158333,-95.1583,164000,0.443902439,0.11097561,0.332926829,avge,WBM Input,Unknown,,
1151,TX03341,2781746,2781746,32.724998,32.725,-96.175003,-96.175,20147,0.432421701,0.108105425,0.324316275,avge,WBM Input,Unknown,,
1152,TX03416,2778996,2778996,29.924999,29.925,-95.14167,-95.1417,281800,0.520581973,0.130145493,0.39043648,avge,WBM Input,Unknown,,
1153,TX03453,2800498,2800498,32.375156,32.3752,-94.658394,-94.6584,101041,0.462188617,0.115547154,0.346641462,avge,WBM Input,Unknown,,
1154,TX03516,2598964,2598964,32.041668,32.0417,-100.258331,-100.2583,79336,0.496117778,0.124029444,0.372088333,avge,WBM Input,Unknown,,
1155,TX03547,2800501,2800501,32.275002,32.275,-94.541664,-94.5417,182300,0.412046078,0.390830938,0.428408697,calibrated,WBM Input,Unknown,,
1156,TX03549,2800324,2800324,31.924999,31.925,-94.974998,-94.975,80000,0.337,0.08425,0.25275,avge,WBM Input,Unknown,,
1157,TX03594,2520073,2520073,32.291668,32.2917,-97.408333,-97.4083,66700,0.385757121,0.32150929,0.398872311,calibrated,WBM Input,Unknown,,
1158,TX03635,2519788,2519788,32.641666,32.6417,-98.85833,-98.8583,38242,0.298101564,0.074525391,0.223576173,avge,WBM Input,Unknown,,
1159,TX03639,2517721,2517721,32.841667,32.8417,-98.958336,-98.9583,829983,0.391553803,0.097888451,0.293665352,avge,WBM Input,Unknown,,
1160,TX03698,50564,50564,35.008335,35.0083,-100.89167,-100.8917,100500,0.595024876,0.148756219,0.446268657,avge,WBM Input,Unknown,,
1161,TX03790,3132975,3132975,26.408333,26.4083,-97.941666,-97.9417,22545,0.788999778,0.197249945,0.591749834,avge,WBM Input,Unknown,,
1162,TX03845,2518054,2518054,32.641666,32.6417,-98.275002,-98.275,186000,0.237096774,0.059274194,0.177822581,avge,WBM Input,Unknown,,
1163,TX03849,2516741,2516741,32.875,32.875,-98.425003,-98.425,1365000,0.549450549,0.344054486,0.388226123,calibrated,WBM Input,Unknown,,
1164,TX03895,2707657,2707657,28.041666,28.0417,-97.85833,-97.8583,531000,0.484482109,0.232387286,0.482460379,calibrated,WBM Input,Unknown,,
1165,TX03945,2518641,2518641,33.141666,33.1417,-98.625,-98.625,105000,0.371428571,0.092857143,0.278571429,avge,WBM Input,Unknown,,
1166,TX03956,2516676,2516676,32.391666,32.3917,-97.708336,-97.7083,240640,0.568579621,0.40407717,0.555571577,calibrated,WBM Input,Unknown,,
1167,TX04316,31112,31112,34.541668,34.5417,-101.441666,-101.4417,69249,0.66538145,0.166345362,0.499036087,avge,WBM Input,Unknown,,
1168,TX04356,98972,98972,33.174999,33.175,-95.625,-95.625,49860,0.357761733,0.089440433,0.2683213,avge,WBM Input,Unknown,,
1169,TX04388,2800072,2800072,32.808334,32.8083,-95.541664,-95.5417,1269599,0.53230902,0.447036388,0.512967218,calibrated,WBM Input,Unknown,,
1170,TX04425,2707760,2707760,28.491667,28.4917,-98.241669,-98.2417,1098261,0.65022522,0.243383748,0.573779432,calibrated,WBM Input,Unknown,,
1171,TX04455,2517862,2517862,31.325001,31.325,-96.324997,-96.325,557878,0.372871847,0.348815827,0.397212779,calibrated,WBM Input,Unknown,,
1172,TX04585,2800782,2800782,31.591667,31.5917,-94.824997,-94.825,122000,0.323959016,0.080989754,0.242969262,avge,WBM Input,Unknown,,
1173,TX04634,2519795,2519795,30.625,30.625,-96.058334,-96.0583,81874,0.391870435,0.097967609,0.293902826,avge,WBM Input,Unknown,,
1174,TX04779,3191126,3191126,28.891666,28.8917,-96.574997,-96.575,365000,0.473972603,0.118493151,0.355479452,avge,WBM Input,Unknown,,
1175,TX04785,59875,59875,33.075001,33.075,-95.008331,-95.0083,306093,0.668679127,0.167169782,0.501509345,avge,WBM Input,Unknown,,
1176,TX05776,2600369,2600369,31.941668,31.9417,-99.875,-99.875,33500,0.249970149,0.062492537,0.187477612,avge,WBM Input,Unknown,,
1177,TX05952,2598912,2598912,31.741667,31.7417,-100.041664,-100.0417,34353,0.176112712,0.044028178,0.132084534,avge,WBM Input,Unknown,,
1178,TX06028,2597746,2597746,32.224998,32.225,-101.625,-101.625,207265,0.263237884,0.065809471,0.197428413,avge,WBM Input,Unknown,,
1179,TX06316,2779043,2779043,31.958334,31.9583,-96.10833,-96.1083,1743000,0.652094091,0.163023523,0.489070568,avge,WBM Input,Unknown,,
1180,TX06399,2781257,2781257,33.241665,33.2417,-98.125,-98.125,21831,0.545096423,0.136274106,0.408822317,avge,WBM Input,Unknown,,
1181,TX06458,2710345,2710345,29.275,29.275,-99.775002,-99.775,21306,0.008683,0.00217075,0.00651225,avge,WBM Input,Unknown,,
1182,TX06464,2517470,2517470,33.058334,33.0583,-101.041664,-101.0417,354500,0.327043724,0.081760931,0.245282793,avge,WBM Input,Unknown,,
1183,TX06485,134971,134971,32.758335,32.7583,-95.008331,-95.0083,26000,0.489230769,0.122307692,0.366923077,avge,WBM Input,Unknown,,
1184,TX07102,2778706,2778706,29.825001,29.825,-94.741669,-94.7417,45600,1,0.25,0.75,avge,WBM Input,Unknown,,
1185,TX07163,3132870,3132870,26.275,26.275,-97.375,-97.375,34579,0.370166864,0.092541716,0.277625148,avge,WBM Input,Unknown,,
1186,TX07250,2801702,2801702,31.775,31.775,-94.574997,-94.575,27225,0.33322314,0.083305785,0.249917355,avge,WBM Input,Unknown,,
1187,TX08004,2518452,2518452,31.908333,31.9083,-97.208336,-97.2083,420840,0.109214904,0.101128162,0.122858304,calibrated,WBM Input,Unknown,,
1188,TX08005,2517837,2517837,30.691668,30.6917,-97.341667,-97.3417,650000,0.100769231,0.083148015,0.103099373,calibrated,WBM Input,Unknown,,
1189,TX08006,2518528,2518528,30.674999,30.675,-97.724998,-97.725,236500,0.156871036,0.110730137,0.162504467,calibrated,WBM Input,Unknown,,
1190,TX08008,2779253,2779253,33.358334,33.3583,-97.041664,-97.0417,1931900,0.413893059,0.349879342,0.420849588,calibrated,WBM Input,Unknown,,
1191,TX09088,2779923,2779923,29.791666,29.7917,-94.691666,-94.6917,60000,0.588333333,0.147083333,0.44125,avge,WBM Input,Unknown,,
1192,UT00079,2460650,2460650,41.841667,41.8417,-112.041664,-112.0417,15300,0.826143791,0.206535948,0.619607843,avge,WBM Input,Peaking,,
1193,UT00080,2460690,2460690,39.391666,39.3917,-112.491669,-112.4917,21887,0.502170238,0.12554256,0.376627679,avge,WBM Input,Unknown,,
1194,UT00100,2127006,2127006,39.625,39.625,-111.224998,-111.225,35500,0.887323944,0.221830986,0.665492958,avge,WBM Input,Unknown,,
1195,UT00130,2461858,2461858,39.208332,39.2083,-111.708336,-111.7083,33000,0.387878788,0.096969697,0.290909091,avge,WBM Input,Unknown,,
1196,UT00212,2107547,2107547,39.091667,39.0917,-111.191666,-111.1917,20000,0.9,0.225,0.675,avge,WBM Input,Unknown,,
1197,UT00215,2462583,2462583,39.875,39.875,-111.875,-111.875,30000,0.639666667,0.159916667,0.47975,avge,WBM Input,Unknown,,
1198,UT00235,2462365,2462365,38.174999,38.175,-112.008331,-112.0083,71790,0.733528347,0.183382087,0.55014626,avge,WBM Input,Unknown,,
1199,UT00249,2461234,2461234,38.325001,38.325,-112.191666,-112.1917,136855,0.524832852,0.131208213,0.393624639,avge,WBM Input,Unknown,,
1200,UT00259,2462082,2462082,38.224998,38.225,-112.824997,-112.825,38733,0.364779387,0.091194847,0.27358454,avge,WBM Input,Unknown,,
1201,UT00272,2460784,2460784,39.375,39.375,-112.025002,-112.025,363000,0.565179063,0.141294766,0.423884298,avge,WBM Input,Unknown,,
1202,UT00608,2110316,2110316,40.575001,40.575,-110.708336,-110.7083,35253,0.93957961,0.239510214,0.717679767,calibrated,WBM Input,Unknown,,
1203,UT00755,2468450,2468450,40.758335,40.7583,-111.691666,-111.6917,25000,0.82,0.205,0.615,avge,WBM Input,Unknown,,
1204,UT10117,2462024,2462024,40.408333,40.4083,-111.525002,-111.525,161070,0.947227913,0.591905787,0.825136541,calibrated,WBM Input,Intermediate Peaking,,
1205,UT10119,2463336,2463336,40.924999,40.925,-111.60833,-111.6083,58350,0.877463582,0.506413883,0.713132284,calibrated,WBM Input,Unknown,,
1206,UT10120,2461907,2461907,40.958332,40.9583,-111.425003,-111.425,73940,1,0.427816504,0.796195471,calibrated,WBM Input,Unknown,,
1207,UT10121,2096684,2096684,40.924999,40.925,-109.425003,-109.425,4003100,0.946491469,0.68870217,0.820418088,calibrated,WBM Input,Intermediate Peaking,,
1208,UT10124,2108043,2108043,39.291668,39.2917,-111.275002,-111.275,71860,0.869190092,0.513147045,0.662539002,calibrated,WBM Input,Unknown,,
1209,UT10125,2463700,2463700,41.191666,41.1917,-111.39167,-111.3917,26800,0.839925373,0.405441378,0.653015325,calibrated,WBM Input,Unknown,,
1210,UT10128,2109386,2109386,40.575001,40.575,-110.491669,-110.4917,49500,1,0.234235341,0.557680576,calibrated,WBM Input,Unknown,,
1211,UT10131,2462482,2462482,40.791668,40.7917,-111.408333,-111.4083,75730,0.820282583,0.42326035,0.687372538,calibrated,WBM Input,Unknown,,
1212,UT10133,2107351,2107351,39.791668,39.7917,-111.125,-111.125,87900,0.837315131,0.187023892,0.535929791,calibrated,WBM Input,Unknown,,
1213,UT10135,2105978,2105978,40.141666,40.1417,-111.025002,-111.025,1127000,0.981286602,0.691617011,0.846211698,calibrated,WBM Input,Unknown,,
1214,UT10136,2100264,2100264,40.191666,40.1917,-110.441666,-110.4417,186990,0.88411145,0.677067133,0.825411719,calibrated,WBM Input,Unknown,,
1215,UT10204,2462592,2462592,40.591667,40.5917,-111.425003,-111.425,363354,1,0.583951158,0.745609925,calibrated,WBM Input,Unknown,,
1216,UT82901,2111913,2111913,40.575001,40.575,-109.425003,-109.425,33600,0.773809524,0.482005327,0.636496998,calibrated,WBM Input,Unknown,,
1217,VA003123,3023671,3023671,38.108334,38.1083,-78.474998,-78.475,38600,1,0.25,0.75,avge,WBM Input,Unknown,,
1218,VA005001,3023603,3023603,37.941666,37.9417,-79.958336,-79.9583,421500,0.293475682,0.073368921,0.220106762,avge,WBM Input,Unknown,,
1219,VA017007,3023943,3023943,38.191666,38.1917,-79.808334,-79.8083,30500,1,0.25,0.75,avge,WBM Input,Unknown,,
1220,VA019002,3005877,3005877,37.041668,37.0417,-79.541664,-79.5417,1150000,1,0.25,0.75,avge,WBM Input,Peaking,,
1221,VA023001,3007051,3007051,37.375,37.375,-79.958336,-79.9583,23000,0.891304348,0.222826087,0.668478261,avge,WBM Input,Unknown,,
1222,VA025007,3142417,3142417,36.791668,36.7917,-77.908333,-77.9083,29632,0.078211056,0.019552764,0.058658292,avge,WBM Input,Unknown,,
1223,VA041012,3024030,3024030,37.424999,37.425,-77.658333,-77.6583,50590,0.240620676,0.060155169,0.180465507,avge,WBM Input,Unknown,,
1224,VA051001,78622,78622,37.241665,37.2417,-82.341667,-82.3417,145700,0.460535347,0.350135863,0.46046802,calibrated,WBM Input,None,,
1225,VA073009,3338895,3338895,37.441666,37.4417,-76.541664,-76.5417,20523,0.348389612,0.087097403,0.261292209,avge,WBM Input,Unknown,,
1226,VA089001,3006066,3006066,36.775002,36.775,-80.025002,-80.025,318300,0.522117499,0.469654673,0.518568637,calibrated,WBM Input,Peaking,,
1227,VA095006,3027525,3027525,37.325001,37.325,-76.85833,-76.8583,32143,0.765329932,0.191332483,0.573997449,avge,WBM Input,Unknown,,
1228,VA117001,3005704,3005704,36.575001,36.575,-78.308334,-78.3083,3363500,0.442574699,0.398012619,0.46110981,calibrated,WBM Input,Peaking,,
1229,VA117002,3006299,3006299,36.541668,36.5417,-78.458336,-78.4583,43500,0.02091954,0.005229885,0.015689655,avge,WBM Input,Unknown,,
1230,VA127003,3024121,3024121,37.424999,37.425,-76.89167,-76.8917,29093,0.390300072,0.097575018,0.292725054,avge,WBM Input,Unknown,,
1231,VA143001,3005856,3005856,37.091667,37.0917,-79.408333,-79.4083,94960,1,0.25,0.75,avge,WBM Input,Peaking,,
1232,VA147035,3024192,3024192,37.258335,37.2583,-78.308334,-78.3083,38524,0.299293947,0.074823487,0.22447046,avge,WBM Input,Unknown,,
1233,VA147037,3024378,3024378,37.191666,37.1917,-78.441666,-78.4417,21378,0.02975021,0.007437553,0.022312658,avge,WBM Input,Unknown,,
1234,VA153002,2915907,2915907,38.775002,38.775,-77.64167,-77.6417,33000,0.484848485,0.121212121,0.363636364,avge,WBM Input,Unknown,,
1235,VA153004,2915270,2915270,38.691666,38.6917,-77.275002,-77.275,25472,1,0.25,0.75,avge,WBM Input,Unknown,,
1236,VA155002,20885,20885,37.075001,37.075,-80.591667,-80.5917,232000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1237,VA177001,3265634,3265634,38.241665,38.2417,-77.591667,-77.5917,24873,0.346721344,0.086680336,0.260041008,avge,WBM Input,Unknown,,
1238,VA177002,3238662,3238662,38.025002,38.025,-77.708336,-77.7083,487000,0.626283368,0.156570842,0.469712526,avge,WBM Input,Unknown,,
1239,VA179024,3201754,3201754,38.358334,38.3583,-77.574997,-77.575,21100,0.767772512,0.191943128,0.575829384,avge,WBM Input,Unknown,,
1240,VA800011,3333481,3333481,36.808334,36.8083,-76.591667,-76.5917,33928,0.530535251,0.132633813,0.397901438,avge,WBM Input,Unknown,,
1241,VT00002,2955611,2955611,43.608334,43.6083,-72.375,-72.375,94600,0.024841438,0.006210359,0.018631078,avge,WBM Input,Unknown,,
1242,VT00003,2955710,2955710,43.341667,43.3417,-72.508331,-72.5083,76500,0.006535948,0.001633987,0.004901961,avge,WBM Input,Unknown,,
1243,VT00005,2955730,2955730,43.791668,43.7917,-72.258331,-72.2583,49640,2.01E-05,5.04E-06,1.51E-05,avge,WBM Input,Unknown,,
1244,VT00018,2956449,2956449,42.991665,42.9917,-72.941666,-72.9417,57345,0.619356526,0.154839132,0.464517395,avge,WBM Input,Unknown,,
1245,VT00025,2955638,2955638,42.791668,42.7917,-72.925003,-72.925,116075,0.890587982,0.222646995,0.667940986,avge,WBM Input,Peaking,,
1246,VT00027,3068898,3068898,44.375,44.375,-72.775002,-72.775,88000,1,0.25,0.75,avge,WBM Input,Peaking,,
1247,VT00178,3069602,3069602,43.724998,43.725,-72.925003,-72.925,22090,1,0.25,0.75,avge,WBM Input,Unknown,,
1248,WA00004,1568057,1568057,47.841667,47.8417,-120.008331,-120.0083,676100,1,0.25,0.75,avge,WBM Input,Peaking,,
1249,WA00009,1562422,1562422,48.991665,48.9917,-117.35833,-117.3583,95000,1,0.25,0.75,avge,WBM Input,Peaking,,
1250,WA00013,1562445,1562445,48.775002,48.775,-117.408333,-117.4083,36,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1251,WA00021,1564266,1564266,47.841667,47.8417,-117.841667,-117.8417,105080,1,0.25,0.75,avge,WBM Input,Peaking,,
1252,WA00068,1564331,1564331,47.758335,47.7583,-117.541664,-117.5417,4600,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1253,WA00069,1564190,1564190,47.825001,47.825,-117.925003,-117.925,4250,1,0.25,0.75,avge,WBM Input,Unknown,,
1254,WA00084,1561729,1561729,47.341667,47.3417,-120.091667,-120.0917,131000,0.867938931,0.216984733,0.650954198,avge,"No WBM Input, Hydro",ROR,,
1255,WA00085,1561698,1561698,46.875,46.875,-119.974998,-119.975,796000,0.74120603,0.185301508,0.555904523,avge,WBM Input,Peaking,,
1256,WA00086,1561752,1561752,47.525002,47.525,-120.291664,-120.2917,390000,0.979487179,0.244871795,0.734615385,avge,WBM Input,Run-of-river/Upstream Peaking,,
1257,WA00088,1561683,1561683,46.641666,46.6417,-119.908333,-119.9083,191000,1,0.25,0.75,avge,WBM Input,Peaking,,
1258,WA00098,1561864,1561864,47.958332,47.9583,-119.875,-119.875,500000,0.662,0.1655,0.4965,avge,WBM Input,Peaking,,
1259,WA00129,1565797,1565797,47.075001,47.075,-119.35833,-119.3583,50000,1,0.25,0.75,avge,WBM Input,Unknown,,
1260,WA00145,3313825,3313825,47.424999,47.425,-123.224998,-123.225,482757,0.939085296,0.234771324,0.704313972,avge,WBM Input,Peaking,,
1261,WA00146,3313823,3313823,47.391666,47.3917,-123.208336,-123.2083,8800,0.909090909,0.227272727,0.681818182,avge,WBM Input,Peaking,,
1262,WA00147,1570783,1570783,46.058334,46.0583,-122.191666,-122.1917,755500,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1263,WA00148,1569661,1569661,45.974998,45.975,-122.324997,-122.325,402000,1,0.25,0.75,avge,WBM Input,Peaking,,
1264,WA00149,1568749,1568749,45.958332,45.9583,-122.558334,-122.5583,422000,1,0.25,0.75,avge,WBM Input,Reregulating,,
1265,WA00151,1567416,1567416,46.525002,46.525,-122.408333,-122.4083,1900000,0.894736842,0.223684211,0.671052632,avge,WBM Input,Peaking,,
1266,WA00152,1566954,1566954,46.508335,46.5083,-122.591667,-122.5917,184194,0.725962844,0.181490711,0.544472133,avge,WBM Input,Run-of-river/Upstream Peaking,,
1267,WA00158,3335031,3335031,48.758335,48.7583,-122.425003,-122.425,77000,0.324675325,0.081168831,0.243506494,avge,WBM Input,Unknown,,
1268,WA00168,3187678,3187678,48.691666,48.6917,-121.208336,-121.2083,9758,0.869542939,0.217385735,0.652157204,avge,WBM Input,Unknown,,
1269,WA00169,3187686,3187686,48.724998,48.725,-121.074997,-121.075,1452750,0.987781793,0.369479993,0.667059112,calibrated,WBM Input,Unknown,,
1270,WA00170,3187683,3187683,48.708332,48.7083,-121.125,-121.125,89200,0.560538117,0.960299269,0.976822306,calibrated,"No WBM Input, Hydro",ROR,,
1271,WA00172,3187734,3187734,48.541668,48.5417,-121.741669,-121.7417,146279,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
1272,WA00173,3187754,3187754,48.641666,48.6417,-121.708336,-121.7083,274221,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
1273,WA00177,3227742,3227742,47.691666,47.6917,-121.691666,-121.6917,68400,0.840643275,0.210160819,0.630482456,avge,WBM Input,Unknown,,
1274,WA00208,3227627,3227627,47.974998,47.975,-121.691666,-121.6917,193440,0.792287014,0.198071754,0.594215261,avge,WBM Input,Peaking,,
1275,WA00253,3270357,3270357,46.825001,46.825,-122.308334,-122.3083,7200,0.371666667,0.092916667,0.27875,avge,"No WBM Input, Hydro",ROR,,
1276,WA00255,3284476,3284476,47.408333,47.4083,-121.741669,-121.7417,175000,0.536571429,0.134142857,0.402428571,avge,WBM Input,Unknown,,
1277,WA00256,3284477,3284477,47.408333,47.4083,-121.724998,-121.725,75000,1,0.25,0.75,avge,WBM Input,Unknown,,
1278,WA00257,3270359,3270359,46.791668,46.7917,-122.308334,-122.3083,241195,0.889321918,0.222330479,0.666991438,avge,"No WBM Input, Hydro",ROR,,
1279,WA00258,1570610,1570610,46.058334,46.0583,-122.258331,-122.2583,2500,0.96,0.24,0.72,avge,WBM Input,Peaking,,
1280,WA00260,1585948,1585948,47.275002,47.275,-121.208336,-121.2083,245000,0.975510204,0.478800162,0.845329782,calibrated,WBM Input,Unknown,,
1281,WA00262,1562000,1562000,47.958332,47.9583,-118.974998,-118.975,9562000,1,0.376965147,0.510062844,calibrated,WBM Input,Intermediate Peaking,,
1282,WA00263,1583465,1583465,46.875,46.875,-121.291664,-121.2917,37700,0.893899204,0.227964032,0.727335578,calibrated,WBM Input,Unknown,,
1283,WA00265,1585951,1585951,47.325001,47.325,-121.341667,-121.3417,171000,0.923976608,0.320983177,0.739113017,calibrated,WBM Input,Unknown,,
1284,WA00268,1564900,1564900,46.974998,46.975,-119.258331,-119.2583,546300,0.936664836,0.234166209,0.702498627,avge,WBM Input,Unknown,,
1285,WA00269,1575572,1575572,47.458332,47.4583,-119.241669,-119.2417,76500,0.839215686,0.209803922,0.629411765,avge,WBM Input,Unknown,,
1286,WA00270,1561482,1561482,46.558334,46.5583,-118.541664,-118.5417,432000,0.872685185,0.218171296,0.654513889,avge,"No WBM Input, Hydro",ROR,,
1287,WA00274,1574887,1574887,47.258335,47.2583,-121.074997,-121.075,437000,1,0.25,0.75,avge,WBM Input,Unknown,,
1288,WA00295,3227545,3227545,47.541668,47.5417,-121.824997,-121.825,566,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1289,WA00298,3261997,3261997,47.275002,47.275,-121.775002,-121.775,136700,0.190197513,0.018584748,0.205026763,calibrated,WBM Input,Unknown,,
1290,WA00299,1561952,1561952,47.991665,47.9917,-119.625,-119.625,593000,0.870151771,0.217537943,0.652613828,avge,WBM Input,Unknown,,
1291,WA00300,3261955,3261955,47.141666,47.1417,-121.925003,-121.925,106000,9.43E-06,2.36E-06,7.08E-06,avge,WBM Input,Unknown,,
1292,WA00301,3284410,3284410,47.658333,47.6583,-122.39167,-122.3917,458000,1,0.25,0.75,avge,WBM Input,Unknown,,
1293,WA00302,3212715,3212715,47.391666,47.3917,-123.60833,-123.6083,76000,0.921052632,0.485810061,0.642555416,calibrated,WBM Input,None,,
1294,WA00331,1561513,1561513,46.591667,46.5917,-118.025002,-118.025,565200,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1295,WA00347,1561457,1561457,46.241665,46.2417,-118.875,-118.875,406500,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1296,WA00349,1561550,1561550,46.658333,46.6583,-117.425003,-117.425,485000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1297,WA00556,1565347,1565347,48.941666,48.9417,-119.441666,-119.4417,55000,0.472727273,0.118181818,0.354545455,avge,WBM Input,Unknown,,
1298,WA00581,1567723,1567723,46.474998,46.475,-122.091667,-122.0917,11000,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
1299,WA00770,1603914,1603914,46.258335,46.2583,-122.175003,-122.175,57000,0.228070175,0.057017544,0.171052632,avge,WBM Input,Unknown,,
1300,WI00005,12795,12795,43.625,43.625,-89.775002,-89.775,36000,0.513888889,0.128472222,0.385416667,avge,WBM Input,Unknown,,
1301,WI00024,113653,113653,45.458332,45.4583,-92.458336,-92.4583,22300,0.538116592,0.134529148,0.403587444,avge,WBM Input,Unknown,,
1302,WI00029,11928,11928,43.308334,43.3083,-89.724998,-89.725,193200,0.620859213,0.155214803,0.46564441,avge,"No WBM Input, Hydro",ROR,,
1303,WI00041,39832,39832,46.058334,46.0583,-90.241669,-90.2417,239000,0.564853556,0.141213389,0.423640167,avge,WBM Input,Unknown,,
1304,WI00042,1270118,1270118,46.441666,46.4417,-90.241669,-90.2417,55000,0.727272727,0.181818182,0.545454545,avge,WBM Input,Unknown,,
1305,WI00087,54586,54586,46.125,46.125,-91.941666,-91.9417,23000,0.579434783,0.144858696,0.434576087,avge,WBM Input,Unknown,,
1306,WI00098,67910,67910,45.308334,45.3083,-91.64167,-91.6417,34160,0.834309133,0.208577283,0.62573185,avge,WBM Input,Unknown,,
1307,WI00099,141290,141290,45.608334,45.6083,-91.775002,-91.775,38120,0.714952781,0.178738195,0.536214586,avge,WBM Input,Unknown,,
1308,WI00589,4422,4422,44.158333,44.1583,-91.808334,-91.8083,106600,0.538461538,0.134615385,0.403846154,avge,WBM Input,Unknown,,
1309,WI00621,59573,59573,43.075001,43.075,-89.375,-89.375,160000,0.825,0.20625,0.61875,avge,WBM Input,Unknown,,
1310,WI00647,1244466,1244466,44.208332,44.2083,-88.458336,-88.4583,1100000,0.636363636,0.159090909,0.477272727,avge,WBM Input,Unknown,,
1311,WI00724,13597,13597,43.875,43.875,-89.958336,-89.9583,175000,0.777142857,0.194285714,0.582857143,avge,WBM Input,Intermediate Peaking,,
1312,WI00727,4458,4458,44.325001,44.325,-91.925003,-91.925,878000,0.671981777,0.167995444,0.503986333,avge,WBM Input,Unknown,,
1313,WI00728,16129,16129,45.174999,45.175,-91.158333,-91.1583,6600,1,0.25,0.75,avge,WBM Input,Unknown,,
1314,WI00729,16036,16036,45.058334,45.0583,-91.275002,-91.275,11400,1,0.25,0.75,avge,WBM Input,Unknown,,
1315,WI00730,15263,15263,44.941666,44.9417,-91.341667,-91.3417,56000,1,0.25,0.75,avge,WBM Input,Peaking,,
1316,WI00732,16153,16153,45.224998,45.225,-91.125,-91.125,46000,1,0.25,0.75,avge,WBM Input,Peaking,,
1317,WI00733,3948,3948,43.224998,43.225,-91.091667,-91.0917,470000,0.419148936,0.104787234,0.314361702,avge,WBM Input,Unknown,,
1318,WI00734,25183,25183,44.941666,44.9417,-91.89167,-91.8917,23000,1,0.25,0.75,avge,WBM Input,Run-of-river/Peaking,,
1319,WI00735,24302,24302,44.891666,44.8917,-91.925003,-91.925,20500,0.775609756,0.193902439,0.581707317,avge,WBM Input,Unknown,,
1320,WI00740,14428,14428,44.058334,44.0583,-90.025002,-90.025,530000,0.933962264,0.233490566,0.700471698,avge,WBM Input,Peaking,,
1321,WI00741,38807,38807,45.558334,45.5583,-89.741669,-89.7417,44123,1,0.25,0.75,avge,WBM Input,Unknown,,
1322,WI00753,41385,41385,44.724998,44.725,-89.775002,-89.775,98140,1,0.25,0.75,avge,WBM Input,Unknown,,
1323,WI00764,74883,74883,45.891666,45.8917,-89.14167,-89.1417,103879,1,0.25,0.75,avge,WBM Input,Unknown,,
1324,WI00766,130423,130423,45.875,45.875,-89.39167,-89.3917,24793,1,0.25,0.75,avge,WBM Input,Unknown,,
1325,WI00774,47825,47825,45.708332,45.7083,-89.85833,-89.8583,67126,1,0.25,0.75,avge,WBM Input,Unknown,,
1326,WI00775,35570,102144,45.841667,45.8917,-89.541664,-89.525,46006,1,0.25,0.75,avge,WBM Input,Unknown,,
1327,WI00780,110882,110882,44.858334,44.8583,-92.241669,-92.2417,56900,0.027240773,0.006810193,0.02043058,avge,WBM Input,Unknown,,
1328,WI00784,15775,15775,44.674999,44.675,-89.658333,-89.6583,128800,0.99378882,0.248447205,0.745341615,avge,WBM Input,Run-of-river/Peaking,,
1329,WI00794,23808,23808,45.491665,45.4917,-91.058334,-91.0583,57810,0.728334198,0.18208355,0.546250649,avge,WBM Input,Run-of-river/Peaking,,
1330,WI00803,4025,4025,43.575001,43.575,-91.224998,-91.225,260000,0.404615385,0.101153846,0.303461538,avge,WBM Input,Unknown,,
1331,WI00808,154326,154326,46.041668,46.0417,-89.158333,-89.1583,30400,0.105263158,0.026315789,0.078947368,avge,WBM Input,Unknown,,
1332,WI01057,53038,53038,43.008335,43.0083,-89.308334,-89.3083,50000,1,0.25,0.75,avge,WBM Input,Unknown,,
1333,WI01138,137293,137293,46.125,46.125,-89.14167,-89.1417,20000,0.75,0.1875,0.5625,avge,WBM Input,Unknown,,
1334,WI10616,3427,3427,42.541668,42.5417,-90.64167,-90.6417,244300,0.343839542,0.085959885,0.257879656,avge,WBM Input,Unknown,,
1335,WV00701,40809,40809,38.658333,38.6583,-80.691666,-80.6917,265300,0.226535997,0.120091808,0.232266063,calibrated,WBM Input,Unknown,,
1336,WV00707,74579,74579,38.841667,38.8417,-80.625,-80.625,65900,0.218512898,0.083029218,0.22383474,calibrated,WBM Input,Unknown,,
1337,WV03525,124101,124101,38.741665,38.7417,-81.625,-81.625,25362,0.103422443,0.025855611,0.077566832,avge,WBM Input,Unknown,,
1338,WV03528,165714,165714,38.808334,38.8083,-81.625,-81.625,25545,0.109297318,0.02732433,0.081972989,avge,WBM Input,Unknown,,
